mathId,name,advisors,thesis,thesisUniversity,thesisCountry,thesisYear,numStudents,numDescendants
168208,Adeniran  Adeboye,,On The Eigenfunctions of the Laplacian On Certain Riemannian Coverings,The Johns Hopkins University,UnitedStates,1977,0,0
168209,Pengyi  Sun,Liqing  Yan,Liquidity Risk Measurement and Management,University of Florida,UnitedStates,2012,0,0
168210,Benjamin  Balsam,Alexander A. Kirillov Jr.,Turaev-Viro Theory as an Extended TQFT,State University of New York at Stony Brook,UnitedStates,2012,0,0
168211,Yotam  Gingold,Denis N. Zorin,2D-Centric Interfaces and Algorithms for 3D Modeling,New York University,UnitedStates,2009,0,0
168212,Vyacheslav Anatolevich Vershinin,Albert Grigor'evich Dragalin,On an Approach to the Constructive Probability Theory,Lomonosov Moscow State University,Russia,1982,0,0
168213,Aleksandr Danilovich Yashin,Albert Grigor'evich Dragalin,On Expressibility of Logical Connectives in Non-Classical Logics,Lomonosov Moscow State University,Russia,1983,0,0
168214,Grigory Feliksovich Shvarts,Albert Grigor'evich Dragalin,Realizability Interpretations of Intuitionistic Type Theory,Lomonosov Moscow State University,Russia,1981,0,0
168215,Ognian Andrew Lyasoff Enchev,Jordan Iordan Stoianov ÐÐ¾ÑÐ´Ð°Ð½ Ð¡ÑÐ¾ÑÐ½Ð¾Ð² Stoyanov,Stochastic Integration for Gaussian Random Functions,University of Sofia,Bulgaria,1983,0,0
168216,Svetoslav  Gaidov,Jordan Iordan Stoianov ÐÐ¾ÑÐ´Ð°Ð½ Ð¡ÑÐ¾ÑÐ½Ð¾Ð² Stoyanov,Equilibrium in Multiplayer Stochastic Differential Games,University of Sofia,Bulgaria,1986,0,0
168217,Mark  Keightley,David A. Macpherson,Essays in Human Capital Investment,Florida State University,UnitedStates,2008,0,0
168218,Russell Taki Shinohara,Constantine E. Frangakis;Mei-Cheng  Wang,Robust Statistical Methods for the Study of Disease through Complex Structural Outcomes,The Johns Hopkins University,UnitedStates,2012,0,0
168219,Mikhail Danilovich Krol',Andrei Andreevich Markov;Albert Grigor'evich Dragalin,Topological Interpretations of the Intuitionistic Analysis,Lomonosov Moscow State University,Russia,1979,0,0
168220,Valentin Borisovich Shehtman,Andrei Andreevich Markov,Applying Kripke Models to the Investigation of Superintuitionistic and Modal Logics,Lomonosov Moscow State University,Russia,1985,4,4
168221,Rein Karlovich Prank,Andrei Andreevich Markov,Elementary Theories with Realizability Logic,Lomonosov Moscow State University,Russia,1981,0,0
168222,Gennady Semenovich Makanin,Andrei Andreevich Markov;Sergei Ivanovich Adian,The Identity Problem in Finitely Defined Groups and Semigroups,Lomonosov Moscow State University,Russia,1967,0,0
168223,Aleksandr Gennadievich Ivanov,Sergei Ivanovich Adian,Complexity of Recognition of an Approximate Occurrence of Words on Turing Machines,Lomonosov Moscow State University,Russia,1984,0,0
168224,Sergey Konstantinovich Sobolev,Sergei Ivanovich Adian,Decidability Problems for Propositional Calculi and Logics,Steklov Institute of Mathematics,Russia,1977,0,0
168225,Ranganathan  Kumar,Ronald J. Adrian,Studies In Unsteady Penetrative Thermal Convection,University of Illinois at Urbana-Champaign,UnitedStates,1983,1,1
168226,Abhishek  Saha,Ranganathan  Kumar;Saptarshi  Basu,Evaporation Precipitation Dynamics and Instability of Acoustically Levitated Functional Droplets,University of Central Florida,UnitedStates,2012,0,0
168227,Vladimir A. Zakharov,Sergei Vsevoldovich Yablonskii,Automaton models of Turing machines,Lomonosov Moscow State University,Russia,1987,2,5
168228,Michael  Domaratzki,Kai  Salomaa,Trajectory-based operations,Queen's University at Kingston,Canada,2004,0,0
168229,Yaroslav  Yatsyshyn,Torsten  Wedhorn,Purity of G-zips,Universität Paderborn,Germany,2012,0,0
168230,James F Bekker,Jan Harm van Vuuren,Applying the cross-entropy method in multi-objective optimisation of dynamic stochastic processes,Universiteit Stellenbosch,SouthAfrica,2012,0,0
168231,Ralf  ThÃ¶le,Klaus  Jansen;Roberto  Solis-Oba,Approximation algorithms for packing and scheduling problems,rer. nat. Christian-Albrechts-Universität zu Kiel,Germany,2008,0,0
168232,Christina  Robenek,Klaus  Jansen,Approximation Algorithms for 2-Dimensional Packing and Related Scheduling
Problems,Christian-Albrechts-Universität zu Kiel,Germany,2012,0,0
168233,Ola  Svensson,Monaldo  Mastrolilli,Approximability of Some Classical Graph and Scheduling Problems,Università di Lugano,Italy,2009,0,0
168234,JoaquÃ­n  SÃ¡nchez-Lara,Andrei  MartÃ­nez Finkelshtein,Entropies of orthogonal polynomials,Universidad de Almería,Spain,2005,0,0
168235,Janet  Bobango,Mary Kathleen (Kathy) Heid,Van Hiele levels of geometric thought and student achievement in standard content and proof writing: The effect of phase-based instruction,The Pennsylvania State University,UnitedStates,1987,0,0
168236,Pham Chan  Nhu,Jordan Iordan Stoianov ÐÐ¾ÑÐ´Ð°Ð½ Ð¡ÑÐ¾ÑÐ½Ð¾Ð² Stoyanov,Optimal  Estimation  & Control of  Stochastic Systems with  Markovian  Switchings,University of Sofia,Bulgaria,1989,0,0
168237,Peter  Kopanov,Jordan Iordan Stoianov ÐÐ¾ÑÐ´Ð°Ð½ Ð¡ÑÐ¾ÑÐ½Ð¾Ð² Stoyanov,Probabilistic  Analysis of  Approximate  Methods for Integration of Random Functions,University of Sofia,Bulgaria,1995,0,0
168238,Nicholas  Korpelainen,Vadim V. Lozin,Boundary Properties of Graphs,University of Warwick,UnitedKingdom,2012,0,0
168239,John Teye Brown,Katie Allison Evans,The Search For An Optimal Means of Determining The Minmax Control Parameter Using Sensitivity Analysis,Louisiana Tech University,UnitedStates,2012,0,0
168240,Harry Gutelius Romig,,Allowable average in sampling inspection,Columbia University,UnitedStates,1939,0,0
168241,Nicholas  Kirby,Michel  Jabbour,Modeling Analysis and Simulation of Discrete-Continuum Models of Step-Flow Epitaxy: Bunching Instabilities and Continuum Limits,University of Kentucky,UnitedStates,2011,0,0
168242,Margherita  Disertori,Vincent  Rivasseau,Renormalisation constructive des fermions en interaction,,,1999,0,0
168243,Jacques  Magnen,,,,,,2,2
168244,StÃ©phane  Afchain,Vincent  Rivasseau;Jacques  Magnen,Etude du modèle de Hubbard bidimensionnel à demi-remplissage par des méthodes constructives,École Polytechnique,France,2004,0,0
168245,Zhi Tuo  Wang,Vincent  Rivasseau,La renormalisation constructive pour la theorie quantique des champs noncommutative,Université Paris-Sud XI - Orsay,France,2011,0,0
168246,Benjamin  Schlein,JÃ¼rg Martin FrÃ¶hlich,,ETH Zürich,Switzerland,2002,1,1
168247,Carlo  Rovelli,,,,,,2,2
168248,Matteo  Smerlak,Carlo  Rovelli;Vincent  Rivasseau,Diovergences des mousses de spin,Université de la Méditerranée - aix-Marseille II,France,2011,0,0
168249,Narinder  Sharma,Kuldeep Singh Charak;Dominic  Rochon,Normal Families and Dynamics of Bicomplex Meromorphic Functions,University of Jammu,India,2012,0,0
168250,Elizabeth A Weaver,Heide  GlÃ¼sing-LÃ¼erssen,Minimality and Duality of Tail-Biting Trellises for Linear Codes,University of Kentucky,UnitedStates,2012,0,0
168251,Aleams  Barra,Heide  GlÃ¼sing-LÃ¼erssen,Equivalence Theorems and the Local-Global Property,University of Kentucky,UnitedStates,2012,1,1
168252,Albert  Benveniste,Paul-AndrÃ©  Meyer,,D'Etat Université Pierre-et-Marie-Curie - Paris VI,France,1975,0,0
168253,Sandro  Coriasco,Luigi  Rodino;Elmar  Schrohe,Fourier Integral Operators in SG Classes with Applications to Hyperbolic Cauchy Problems,University of Turin,Italy,1998,1,1
168254,Ubertino  Battisti,Sandro  Coriasco;Elmar  Schrohe,Zeta Functions of Pseudodifferential Operators and Fourier Integral Operators on Manifolds with Boundary,rer. nat. Università di Torino and Gottfried Wilhelm Leibniz Universität Hannover,Italy,2012,0,0
168255,Martin  Lukarevski,Elmar  Schrohe,Das quasistationäre Stefanproblem mit variablen Relaxationskoeffizienten,rer. nat. Gottfried Wilhelm Leibniz Universität Hannover,Germany,2012,0,0
168256,Pierre  Michel,Michael S. Keane,Sur les ensembles minimaux engendres par les substitutions de longeur non-constante,Université Rennes I,France,1975,0,0
168257,Weisheng  Qiu,,,,,,1,1
168258,Jiyou  Li,Weisheng  Qiu;Daqing  Wan,Symmetric inclusion-exclusion sieving and arithmetic applications,Peking University,China,2008,0,0
168259,Patricia  Gutierrez Faxas,Pedro  Meseguer,Distributed Constraint Optimization Related with Soft Arc Consistency,Universitat Autònoma de Barcelona,Catalonia,2012,0,0
168260,Alberto  Guijosa,Curtis Gove Callan Jr.,Color from Geometry,Princeton University,UnitedStates,1999,1,1
168261,Orhan  Mehmetoglu,Bojan Dimitrov Popov,Stability and Convergence of High Order Numerical Methods for Nonlinear Hyperbolic Conservation Laws,Texas A&M University,UnitedStates,2012,0,0
168262,Daniel Oliveira da Silva,Dan Andrei Geba,Non-concentration of Energy in Generalized Wave Maps,University of Rochester,UnitedStates,2012,0,0
168263,Sumit  Narayan,John Attupurathu Chandy,Extendable Storage Framework for Reliable Clustered Storage Systems,University of Connecticut,UnitedStates,2010,0,0
168264,Ajithkumar  Thamarakuzhi,John Attupurathu Chandy,Active Storage Networks: Topology Routing and Application,University of Connecticut,UnitedStates,2011,0,0
168265,Janardhan  Singaraju,John Attupurathu Chandy,Reconfigurable Processing Architectures for Stream Processing and Hybrid Computing,University of Connecticut,UnitedStates,2011,0,0
168266,Ghislain  Haine,Karim  Ramdani;Marius  Tucsnak,Infinite-dimensional observers. Application to the study of some inverse problems,Université Henri Poincaré Nancy 1,France,2012,0,0
168267,Oliver  Pajonk,Hermann Georg Matthies,Stochastic Spectral Methods for Linear Bayesian Inference,Technische Universität Carolo-Wilhelmina zu Braunschweig,Germany,2012,0,0
168268,Rafler  Mathias,Sylvie  Roelly,Gaussian Loop- and Polya Processes: a Point Process approach,Universität Potsdam,Germany,2009,0,0
168269,Francesca  Collet,Paolo  Dai Pra,The impact of disorder in the critical dynamics of mean-field models,Università degli Studi di Padova,Italy,2009,0,0
168270,Marco  Tolotti,Paolo  Dai Pra;Wolfgang Johann Runggaldier,The impact of contagion on large portfolios. Modeling aspects,Scuola Normale Superiore di Pisa and Università degli Studi di Padova,Italy,2008,0,0
168271,Hui  Liu,Yiming  Long,Closed characteristics on Hamiltonian energy surfaces,Nankai University,China,2012,0,0
168272,Bernard  Petit,Michael S. Keane,G-mesures et schemas de Bernoulli,Université Rennes I,France,1977,0,0
168273,Jacques  Resing,Michael S. Keane,Asymptotic results in feedback systems,Technische Universiteit Delft,Netherlands,1990,0,0
168274,Adrianus  Meeuwissen,Michael S. Keane,Dependent random variables in uncertainty analysis,Technische Universiteit Delft,Netherlands,1993,0,0
168275,Antonio  Chessa,Michael S. Keane,Geconditioneerd simuleren van ruimtelijke stochastische processen voor reservoir heterogeniteit,Technische Universiteit Delft,Netherlands,1995,0,0
168276,Jacek  Serafin,Michael S. Keane,Finitary codes and isomorphisms,Technische Universiteit Delft,Netherlands,1996,0,0
168277,Matthew  Harris,Michael S. Keane,Coin tossing random mirrors and dependent percolation: Three paradigms of phase transition,Technische Universiteit Delft,Netherlands,1997,0,0
168278,Alexei  Ermakov,Michael S. Keane,Percolation and coalescing particle systems,Technische Universiteit Delft,Netherlands,1997,0,0
168279,Marco  Vervoort,Michael S. Keane,Games walks and grammars: problems I've worked on,Universiteit van Amsterdam,Netherlands,2000,0,0
168280,Joseph  Grifone,,,,,,2,11
168281,Hassan  Akbar-Zadeh,AndrÃ©  LichnÃ©rowicz;Charles  Ehresmann,Les Espaces de Finsler et certaines de leurs generalisations,d'état Université de Paris,France,1963,1,10
168282,Behroz  Bidabad,Joseph  Grifone;Hassan  Akbar-Zadeh,Conformal Projective Transformations on Riemannian Manifolds,Université Paul Sabatier - Toulouse III,France,1986,7,9
168283,Rong  Long,Chung-Yuen  Hui,Fracture and Adhesion in Soft Materials Subjected to Large Deformation,Cornell University,UnitedStates,2011,0,0
168284,Julie Ann McCann,,A Fine Grain Database System Performance Model,Ulster University,UnitedKingdom,1992,3,3
168285,Duncan J. Wilson,Alistair R. Greig,Classification of defects using uncertainty techniques in industrial web inspection,University College London,UnitedKingdom,1998,0,0
168286,Nienke  Valkhoff,Arjen  Doelman;Geertje M. Hek,,Universiteit van Amsterdam,Netherlands,2006,0,0
168287,Gleb  Andrianov,Ivan Ivanovich Tsitovich,System Analysis Management and Information Processing,Institute for Problems of Information Transmission Moscow,Russia,2010,0,0
168288,Peizhen  Zhu,Andrew  Knyazev,Angles Between Subspaces And The Rayleigh-Ritz Method,University of Colorado at Denver,UnitedStates,2012,0,0
168289,Donald  McCuan,Andrew  Knyazev,Models For Spectral Clustering And Their Applications,University of Colorado at Denver,UnitedStates,2012,0,0
168291,Stephan  GÃ¼nnemann,Thomas  Seidl,Subspace Clustering for Complex Data,rer. nat. Rheinisch-Westfälische Technische Hochschule Aachen,Germany,2012,0,0
168292,Sergej  Potapov,Berthold  Lausen,Zur Verbesserung der Splitkriterien bei Klassifikationsbäumen und Ensemble-Methoden,hum. biol. Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,2012,0,0
168293,Shuyan  Liu,Youri  Davydov,Lois stables et processus ponctuels : liens et estimation des paramètres,Université de Lille I,France,2009,0,0
168294,Ivan  Chuchman,Oleg V. Gutik,Inverse Semigroups of Partial Injective Transformations of Infinite Sets and Partial Homeomorphisms of an Interval,Ivan Franko National University of Lviv,Ukraine,2012,0,0
168295,Kieran James  Martin,Stefanie  Biedermann;David Christopher Woods;Susan Margaret Lewis,Robust and optimal experimental designs for non-linear models in chemical kinetics,University of Southampton,UnitedKingdom,2012,0,0
168296,I Wayan Mangku,Michael S. Keane,Estimating the intensity of a cyclic Poisson process,Universiteit van Amsterdam,Netherlands,2001,0,0
168297,Jenya  Kirshtein,Petr  VojtÄchovskÃ½,Cayley-Dickson Loops,University of Denver,UnitedStates,2012,0,0
168298,Dan  Chen,Thorsten  RheinlÃ¤nder,Three Essays on Pricing and Hedging in Incomplete Markets,London School of Economics and Political Science,UnitedKingdom,2011,0,0
168299,Emmy  Murphy,Yakov  Eliashberg,Loose Legendrian Embeddings in High Dimensional Contact Manifolds,Stanford University,UnitedStates,2012,0,0
168300,Cheikh Birhaim Ndiaye,Andrea  Malchiodi,Geometric PDEs on compact Riemannian manifolds,Scuola Internazionale Superiore di Studi Avanzati Trieste,Italy,2007,0,0
168301,Mouhamed Moustapha Fall,Andrea  Malchiodi,Free boundary constant mean curvatures surfaces,Scuola Internazionale Superiore di Studi Avanzati Trieste,Italy,2009,0,0
168302,Alessandro  Selvitella,Andrea  Malchiodi,Some problems concerning the Nonlinear Schroedinger Equation,Scuola Internazionale Superiore di Studi Avanzati Trieste,Italy,2010,0,0
168303,Francesca  De Marchis,Andrea  Malchiodi,Existence and multiplicity of solutions for problems in Geometrical Analysis,Scuola Internazionale Superiore di Studi Avanzati Trieste,Italy,2010,0,0
168304,Andrea  Mondino,Andrea  Malchiodi,The Willmore functional and other L^p curvature functionals in Riemannian manifolds,Scuola Internazionale Superiore di Studi Avanzati Trieste,Italy,2011,0,0
168305,Serena  Dipierro,Andrea  Malchiodi,Concentration phenomena for singularly perturbed elliptic problems and related topics,Scuola Internazionale Superiore di Studi Avanzati Trieste,Italy,2012,0,0
168306,Metin  GÃ¼rses,Feza  GÃ¼rsey,Kerr-Schild Geometry and Strings in General Relativity,Middle East Technical University,Turkey,1975,1,1
168307,Aleksandr Vladimirovich Kuznetsov,Petr Sergeevich Novikov,Recursive Functions and Undecidability of Some Problems for Propositional Calculi,Lomonosov Moscow State University,Russia,1965,7,8
168308,Daniel  Karrasch,Stefan  Siegmund,Hyperbolicity and invariant manifolds for finite-time processes,rer. nat. Technische Universität Dresden,Germany,2012,0,0
168309,Serkan  Zeytun,Omur  Ugur;Ralf  Korn,Risk Measurement Management And Option Pricing Via A New Log-Normal Sum Approximation Method,Middle East Technical University,Turkey,2012,0,0
168310,ValÃ©rie  Girardin,Didier  Dacunha-Castelle,Moment Problems and Entropy. Application to Probability Theory.,Université Paris-Sud XI - Orsay,France,1991,2,2
168311,Philippe  Regnault,ValÃ©rie  Girardin,Different Problems Linked to the Estimation of the Entropy of Distributions or Markov Processes,Université de Caen,France,2011,0,0
168312,Andrey Borisovich Muravnik,Ivan Aleksandrovich Kipriyanov,Asymptotic properties of solutions of singular parabolic equations,Voronezh State University,Russia,1986,0,0
168313,Gerrit  SchÃ¼Ã¼rmann,,,,,,1,1
168314,Max  Nedden,Reinhard  Laue;Walter  Olbricht;Gerrit  SchÃ¼Ã¼rmann,Neue Methoden zur Charakterisierung der QSAR-Anwendungsdomaene,rer. nat. Universität Bayreuth,Germany,2012,0,0
168315,Tuomas  Sahlsten,Pertti  Mattila,Fine Structure of Measures,Helsingin yliopisto,Finland,2012,0,0
168316,Tuomas  Orponen,Pertti  Mattila,Exceptional Sets in Projection and Slicing Theorems,Helsingin yliopisto,Finland,2012,0,0
168317,Jiang Min  Pan,,Finite Meta-c-groups and metacirculants,Yunnan University,China,2009,0,0
168318,Jing Jian  Li,,Two-arc-transitive graphs of odd order,Nankai University,China,2010,0,0
168319,Gai Xia  Wang,,Finite 2-arc-transitive graphs of square-free order,Nankai University,China,2010,0,0
168320,Hua  Zhang,Cai Heng  Li;Cheryl Elisabeth Praeger,Finite primitive permutation groups with soluble stabilisers and their applications,University of Western Australia,Australia,2011,0,0
168321,Ben Gong  Lou,,Finite locally primitive graphs,Yunnan University,China,2011,0,0
168322,Li  Ma,,Locally primitive graphs of twice a prime-power order,Yunnan University,China,2011,0,0
168323,Zhe  Liu,,Finite meta-primitive groups,Yunnan University,China,2012,0,0
168324,Philipp Arthur RÃ¼timann,Peter Lukas BÃ¼hlmann;Sara Anna van de Geer,High-Dimensional Estimation Using Graphical Models and Clustering,ETH Zürich,Switzerland,2012,0,0
168326,William Lewis Elkin,,Über die Parallaxe von Alpha Centauri,phil. nat. Universität Straßburg,Germany,1880,0,0
168327,Dian Jun  Wang,,,,,,1,2
168328,Shu Jiao  Song,Dian Jun  Wang;Cai Heng  Li,Finite edge-transitive metacirculants and locally quasiprimitive graphs,Tsinghua University,China,2011,1,1
168329,Ernst  Hartwig,,Beitrag zur Bestimmung der physischen Libration des Mondes aus Beobachtungen am Strassburger Heliometer,phil. nat. Universität Straßburg,Germany,1880,0,0
168330,Walter Friedrich Wislicenus,,Beitrag zur Bestimmung der Rotationszeit des Planeten Mars,phil. nat. Universität Straßburg,Germany,1886,0,0
168331,GÃ¼nter  Kemnitz,,Selbsttest digitaler Schaltungen: Instrumentierung Entwurfsmethodik und Software-Unterstützung,Technische Universität Dresden,Germany,1991,0,0
168332,Volker  Kube,,Die Grenzplankostenrechnung: Eine vergleichende Betrachtung der praktischen Problematik und Bedeutung des Kostenrechnungssystems und der Aussagen kostentheoretischer Modelle,rer. pol. Universität Hamburg,Germany,1971,0,0
168333,Bernd  HÃ¼ttner,,Beiträge zur Theorie der spezifischen Wärme und der thermischen Ausdehnung der amorphen Festkörper,rer. nat. Technische Universität Dresden,Germany,1983,0,0
168334,Gottfried  Bachmann,,Beiträge zur Theorie und konstruktiv-geometrischen Behandlung affiner Abbildungen,rer. nat. Technische Universität Ilmenau,Germany,1972,0,0
168335,Nicolae  Mihalache,Jacek  Graczyk,La condition de Collet-Eckmann pour les orbites critiques récurrentes,Université Paris-Sud XI - Orsay,France,2006,0,0
168336,Neil  Dobbs,Jacek  Graczyk,Critical points cusps and induced expansion in dimension one,Université Paris-Sud XI - Orsay,France,2006,0,0
